order_id,latitude,longitude,locality,platform,order_value,cuisine,timestamp,delivery_time,restaurant_rating
ORD00070,23.225164963567114,77.39074496883966,TT Nagar,Zomato,345.7,Biryani,2026-01-18 23:25:47.404544,30,4.5
ORD00071,23.22042512773862,77.40090275905224,TT Nagar,Swiggy,179.58,North Indian,2026-01-07 21:25:47.404544,28,4.1
ORD00072,23.315533109476682,77.45429553709701,Govindpura,Swiggy,187.9,Fast Food,2026-02-01 16:25:47.404544,43,4.2
ORD00073,23.233855792388972,77.4006653747629,TT Nagar,Swiggy,108.69,North Indian,2026-02-03 03:25:47.404544,37,3.7
ORD00074,23.24130224270838,77.4195427922933,New Market,Swiggy,110.26,Burger,2026-01-15 03:25:47.404544,32,4.3
ORD00075,23.173861026835034,77.41743224677123,Bawadiya Kalan,Swiggy,207.97,Continental,2026-01-23 01:25:47.404544,38,3.7
ORD00076,23.208448586140932,77.4623204448517,Ashoka Garden,Zomato,89.64,Chinese,2026-01-22 22:25:47.404544,44,4.5
ORD00077,23.307219866413,77.42131968170172,Govindpura,Zomato,383.32,North Indian,2026-01-30 03:25:47.404544,36,4.7
ORD00078,23.226152206263663,77.41454583658523,MP Nagar,Zomato,329.58,Fast Food,2026-01-25 03:25:47.404544,52,3.8
ORD00079,23.22640371269025,77.48233558596307,Ayodhya Nagar,Zomato,208.45,North Indian,2026-01-23 19:25:47.404544,47,4.1
ORD00080,23.180166047847624,77.41531578288159,Bawadiya Kalan,Zomato,20.55,North Indian,2026-01-20 10:25:47.404544,38,4.4
ORD00081,23.214422572144137,77.5,Ayodhya Nagar,Zomato,258.69,Chinese,2026-02-02 21:25:47.404544,34,4.7
ORD00082,23.224661429853022,77.48867762676966,Ayodhya Nagar,Swiggy,17.58,North Indian,2026-01-06 16:25:47.404544,39,4.2
ORD00083,23.209333262211636,77.4891277454549,Piplani,Swiggy,276.95,Fast Food,2026-01-06 17:25:47.404544,45,4.0
ORD00084,23.246422044060303,77.4404475516511,Koh-e-Fiza,Zomato,112.84,Fast Food,2026-01-04 16:25:47.404544,52,4.4
ORD00085,23.183610724787943,77.4947132605829,Piplani,Zomato,156.7,Chinese,2026-01-05 18:25:47.404544,45,3.9
ORD00086,23.197025495560506,77.39784064730553,Danish Kunj,Swiggy,279.61,North Indian,2026-01-13 21:25:47.404544,42,3.5
ORD00087,23.232841916307464,77.43577805827532,Arera Colony,Swiggy,102.02,Fast Food,2026-01-10 16:25:47.404544,29,3.5
ORD00088,23.193820842240896,77.48716676204079,Piplani,Zomato,96.91,Biryani,2026-01-09 12:25:47.404544,45,3.5
ORD00089,23.245664267561327,77.43666395708209,MP Nagar,Swiggy,206.23,Chinese,2026-01-28 20:25:47.404544,26,3.7
ORD00090,23.233544527223117,77.39929413411582,TT Nagar,Swiggy,124.19,Burger,2026-01-29 12:25:47.404544,51,3.9
ORD00091,23.23225051725412,77.46316357089209,Gulmohar Colony,Zomato,297.34,Pizza,2026-01-25 15:25:47.404544,41,4.1
ORD00092,23.295143671946303,77.43809418661029,Govindpura,Zomato,89.74,Biryani,2026-01-24 18:25:47.404544,32,4.1
ORD00093,23.2366979009609,77.42836076087497,MP Nagar,Zomato,208.94,Beverages,2026-01-16 04:25:47.404544,41,4.7
ORD00094,23.18362881262419,77.45032160800746,Hoshangabad Road,Swiggy,65.3,Biryani,2026-01-28 01:25:47.404544,40,4.6
ORD00095,23.22048758510642,77.42363676074129,MP Nagar,Swiggy,289.91,Fast Food,2026-01-29 11:25:47.404544,46,4.7
ORD00096,23.25562474651181,77.40395154767673,New Market,Zomato,520.55,Biryani,2026-01-19 14:25:47.404544,44,4.6
ORD00097,23.233158720621084,77.44260826674814,Koh-e-Fiza,Swiggy,8.7,Fast Food,2026-01-31 19:25:47.404544,48,4.2
ORD00098,23.189285421662678,77.42715475631574,Bawadiya Kalan,Swiggy,52.28,South Indian,2026-01-19 19:25:47.404544,26,3.5
ORD00099,23.164607196721644,77.439276137705,Raisen Road,Zomato,189.84,Chinese,2026-01-06 12:25:47.404544,49,4.5
ORD00100,23.18445820800697,77.46153657716584,Hoshangabad Road,Zomato,150.25,Pizza,2026-02-02 06:25:47.404544,42,3.8
ORD00101,23.24443057359114,77.40294083334683,New Market,Swiggy,145.98,Continental,2026-01-27 14:25:47.404544,38,4.3
ORD00102,23.20201485865632,77.48440648672194,Piplani,Swiggy,132.61,North Indian,2026-02-02 00:25:47.404544,26,4.0
ORD00103,23.264022182823894,77.42215345570041,New Market,Swiggy,645.9,North Indian,2026-01-27 03:25:47.404544,27,3.8
ORD00104,23.228134029650004,77.44295901092026,MP Nagar,Zomato,513.36,Chinese,2026-01-18 02:25:47.404544,53,4.7
ORD00105,23.191186923125798,77.4048756543199,Danish Kunj,Swiggy,88.13,Fast Food,2026-01-12 03:25:47.404544,40,4.1
ORD00106,23.253072687682,77.41815808824677,New Market,Zomato,96.84,South Indian,2026-01-09 05:25:47.404544,43,4.6
ORD00107,23.24985513191701,77.45337365860588,Koh-e-Fiza,Zomato,153.06,North Indian,2026-01-17 01:25:47.404544,37,4.6
ORD00108,23.22877423483332,77.40586816659824,TT Nagar,Swiggy,647.03,South Indian,2026-01-09 16:25:47.404544,47,3.5
ORD00109,23.20403702344131,77.47098022915917,Ashoka Garden,Swiggy,203.82,Fast Food,2026-01-22 02:25:47.404544,41,4.2
ORD00110,23.232727318009427,77.42233042134619,MP Nagar,Zomato,309.18,Chinese,2026-01-23 01:25:47.404544,52,3.7
ORD00111,23.21995562613749,77.4017343444432,TT Nagar,Zomato,177.23,Chinese,2026-01-07 12:25:47.404544,50,3.6
ORD00112,23.203597114154945,77.48836321570946,Ashoka Garden,Zomato,129.2,Chinese,2026-01-24 01:25:47.404544,39,4.6
ORD00113,23.221026395289535,77.4300157637543,Arera Colony,Zomato,416.76,North Indian,2026-01-06 19:25:47.404544,38,3.8
ORD00114,23.240598471194055,77.40932582052423,MP Nagar,Zomato,166.65,North Indian,2026-01-30 03:25:47.404544,49,4.4
ORD00115,23.235724369662993,77.45234869035619,Gulmohar Colony,Swiggy,393.92,Biryani,2026-01-31 16:25:47.404544,27,4.5
ORD00116,23.221380320642318,77.4291069940363,Arera Colony,Zomato,73.16,South Indian,2026-02-02 14:25:47.404544,30,3.8
ORD00117,23.222088361644374,77.43333667425487,MP Nagar,Zomato,214.42,Chinese,2026-01-06 02:25:47.404544,38,4.8
ORD00118,23.224196887628924,77.40752124007098,TT Nagar,Zomato,402.85,North Indian,2026-02-01 02:25:47.404544,41,3.6
ORD00119,23.215487703125255,77.46253453985611,Gulmohar Colony,Swiggy,110.29,North Indian,2026-02-01 01:25:47.404544,44,4.0
ORD00120,23.244701281865343,77.44595442295766,Koh-e-Fiza,Zomato,310.82,Biryani,2026-01-13 15:25:47.404544,30,4.3
ORD00121,23.23663001019432,77.42578902135166,Jahangirabad,Swiggy,131.78,North Indian,2026-01-16 03:25:47.404544,44,4.2
ORD00122,23.31761207985428,77.42809341607851,Govindpura,Zomato,436.7,Fast Food,2026-01-12 15:25:47.404544,36,3.7
ORD00123,23.15064739002504,77.43466561409963,Raisen Road,Zomato,55.98,South Indian,2026-01-26 19:25:47.404544,52,3.8
ORD00124,23.248487559622653,77.38684098770062,Chunabhatti,Zomato,37.32,Fast Food,2026-02-03 04:25:47.404544,52,4.0
ORD00125,23.269705545108835,77.46161389682024,Indrapuri,Swiggy,486.99,Continental,2026-01-24 18:25:47.404544,50,4.7
ORD00126,23.236214422061455,77.4359123227978,MP Nagar,Swiggy,668.35,Fast Food,2026-01-18 17:25:47.404544,34,3.8
ORD00127,23.284790401020846,77.44326808016805,Indrapuri,Zomato,574.25,Fast Food,2026-01-16 19:25:47.404544,31,3.7
ORD00128,23.195733787763878,77.44854254819423,Shahpura,Zomato,490.09,North Indian,2026-01-11 22:25:47.404544,34,3.6
ORD00129,23.21593873981856,77.42613339113797,MP Nagar,Zomato,409.25,Chinese,2026-02-02 15:25:47.404544,52,3.5
ORD00130,23.225321214392196,77.39522691959027,TT Nagar,Zomato,863.19,Fast Food,2026-01-21 01:25:47.404544,51,3.6
ORD00131,23.215987080946284,77.42489965238929,Arera Colony,Swiggy,154.63,North Indian,2026-01-23 11:25:47.404544,43,3.6
ORD00132,23.228406091678067,77.43143062139761,MP Nagar,Zomato,346.37,North Indian,2026-01-27 20:25:47.404544,54,3.9
ORD00133,23.2293021912405,77.38937267549461,TT Nagar,Swiggy,163.16,Chinese,2026-01-21 16:25:47.404544,25,4.6
ORD00134,23.184149307928013,77.40195289891543,Danish Kunj,Swiggy,727.7,North Indian,2026-01-21 02:25:47.404544,49,4.4
ORD00135,23.244009841776233,77.37975596069816,Chunabhatti,Swiggy,83.47,Chinese,2026-01-25 00:25:47.404544,25,4.0
ORD00136,23.155379940872034,77.44162480015281,Raisen Road,Swiggy,498.05,Burger,2026-01-12 14:25:47.404544,43,4.6
ORD00137,23.222019491973118,77.4088056545065,TT Nagar,Zomato,66.56,Fast Food,2026-01-14 18:25:47.404544,39,4.4
ORD00138,23.21821547716794,77.44647818345747,Shahpura,Zomato,174.74,North Indian,2026-01-20 19:25:47.404544,38,4.3
ORD00139,23.196754123895932,77.44630134893193,Hoshangabad Road,Swiggy,248.63,South Indian,2026-01-20 02:25:47.404544,35,4.5
ORD00140,23.19274884813361,77.470178514496,Ashoka Garden,Zomato,325.92,North Indian,2026-01-14 18:25:47.404544,38,4.1
ORD00141,23.207691271142792,77.42157128546228,Arera Colony,Swiggy,316.94,Beverages,2026-01-18 20:25:47.404544,50,3.7
ORD00142,23.228864705129457,77.41634640311749,MP Nagar,Zomato,399.23,North Indian,2026-01-16 16:25:47.404544,48,4.8
ORD00143,23.280691313072516,77.4198131234398,Berasia Road,Zomato,880.74,Fast Food,2026-01-27 20:25:47.404544,48,4.0
ORD00144,23.20550445227029,77.46999741421196,Ashoka Garden,Zomato,415.42,Pizza,2026-01-29 17:25:47.404544,31,4.4
ORD00145,23.25321722357392,77.42976119302219,New Market,Zomato,237.57,North Indian,2026-01-21 15:25:47.404544,29,4.3
ORD00146,23.257646167243678,77.40660441631978,Jahangirabad,Zomato,261.87,Chinese,2026-01-17 23:25:47.404544,31,4.4
ORD00147,23.202321606512612,77.44447129406633,Hoshangabad Road,Zomato,309.56,Burger,2026-01-20 07:25:47.404544,37,3.6
ORD00148,23.269532544151076,77.4037937657373,New Market,Zomato,137.63,Fast Food,2026-01-12 23:25:47.404544,36,3.8
ORD00149,23.218247041857715,77.47226823169287,Gulmohar Colony,Zomato,67.43,Chinese,2026-01-25 16:25:47.404544,46,4.2
ORD00150,23.193210047939573,77.39483461125536,Danish Kunj,Zomato,481.92,Chinese,2026-01-28 15:25:47.404544,32,4.5
ORD00151,23.1931992483101,77.48132872718946,Piplani,Swiggy,59.91,North Indian,2026-01-11 08:25:47.404544,54,4.2
ORD00152,23.25043639293192,77.41642706828637,Jahangirabad,Zomato,169.55,Chinese,2026-01-04 23:25:47.404544,26,4.7
ORD00153,23.21233741531145,77.45881521040528,Gulmohar Colony,Swiggy,48.06,Biryani,2026-01-27 04:25:47.404544,39,4.8
ORD00154,23.20285463486838,77.47140888277447,Ashoka Garden,Zomato,133.81,Pizza,2026-01-07 00:25:47.404544,39,4.0
ORD00155,23.23617173937972,77.41580739266915,MP Nagar,Swiggy,643.1,South Indian,2026-01-23 21:25:47.404544,25,4.7
ORD00156,23.29002166039214,77.41336248245082,Berasia Road,Swiggy,280.43,South Indian,2026-02-01 18:25:47.404544,28,3.7
ORD00157,23.196882501746114,77.40626206136248,Danish Kunj,Zomato,217.17,North Indian,2026-01-31 18:25:47.404544,30,3.5
ORD00158,23.246648537078627,77.42265149073876,New Market,Zomato,237.79,Fast Food,2026-01-22 21:25:47.404544,39,4.8
ORD00159,23.22085772721434,77.41919277869167,MP Nagar,Swiggy,209.87,North Indian,2026-01-20 00:25:47.404544,29,4.3
ORD00160,23.219596215880763,77.44870945655039,Arera Colony,Swiggy,786.43,South Indian,2026-01-11 01:25:47.404544,46,4.6
ORD00161,23.215924915649527,77.39318791679419,TT Nagar,Swiggy,332.84,Pizza,2026-01-26 02:25:47.404544,37,4.8
ORD00162,23.16935122471743,77.41877752120661,Bawadiya Kalan,Swiggy,339.1,Chinese,2026-01-06 17:25:47.404544,45,4.1
ORD00163,23.242045741774536,77.41719675728999,MP Nagar,Swiggy,209.06,North Indian,2026-01-12 02:25:47.404544,41,4.4
ORD00164,23.197109234251176,77.40480141437223,Danish Kunj,Swiggy,182.57,Chinese,2026-02-01 02:25:47.404544,46,4.3
ORD00165,23.249156033192524,77.41287265703723,Jahangirabad,Swiggy,128.81,Biryani,2026-01-22 14:25:47.404544,25,3.6
ORD00166,23.25929346083345,77.40618005813431,New Market,Swiggy,602.37,Biryani,2026-01-18 05:25:47.404544,43,3.7
ORD00167,23.269385633237302,77.41835162648532,New Market,Zomato,391.57,North Indian,2026-01-13 08:25:47.404544,41,3.8
ORD00168,23.226089271090544,77.43809759483676,Arera Colony,Zomato,251.33,Fast Food,2026-01-14 02:25:47.404544,45,4.7
ORD00169,23.218110967951983,77.48181418724643,Ayodhya Nagar,Swiggy,126.34,South Indian,2026-01-13 18:25:47.404544,49,3.7
ORD00170,23.205349618612182,77.43208456027168,Arera Colony,Swiggy,380.24,Pizza,2026-01-23 03:25:47.404544,47,4.6
ORD00171,23.232631572445964,77.43590942418949,Arera Colony,Swiggy,486.7,North Indian,2026-02-02 19:25:47.404544,46,4.5
ORD00172,23.2214755922679,77.44423912923617,Arera Colony,Swiggy,327.65,North Indian,2026-01-05 14:25:47.404544,43,3.7
ORD00173,23.256225014609385,77.43463442605848,Koh-e-Fiza,Zomato,658.67,Fast Food,2026-01-04 20:25:47.404544,29,3.7
ORD00174,23.193888390855214,77.44722781394171,Hoshangabad Road,Zomato,110.33,Pizza,2026-01-14 00:25:47.404544,51,3.7
ORD00175,23.21112386451794,77.47053848515993,Shahpura,Swiggy,398.91,Biryani,2026-01-26 02:25:47.404544,47,4.1
ORD00176,23.233082421384395,77.47659927184439,Ayodhya Nagar,Swiggy,90.33,Chinese,2026-01-08 01:25:47.404544,45,3.5
ORD00177,23.22937044797816,77.41465374349879,MP Nagar,Zomato,167.01,Fast Food,2026-01-20 22:25:47.404544,28,3.6
ORD00178,23.280376410425575,77.42174895593465,Berasia Road,Zomato,534.74,North Indian,2026-02-01 02:25:47.404544,37,4.5
ORD00179,23.286626181511608,77.44164992046112,Indrapuri,Zomato,109.52,North Indian,2026-01-22 19:25:47.404544,51,4.5
ORD00180,23.209467707063414,77.39054298922996,TT Nagar,Swiggy,490.97,North Indian,2026-01-04 19:25:47.404544,30,4.8
ORD00181,23.226830242475923,77.3867864676749,TT Nagar,Zomato,265.04,Desserts,2026-01-13 18:25:47.404544,34,4.6
ORD00182,23.2185524850755,77.41856946103186,MP Nagar,Zomato,20.69,North Indian,2026-01-24 02:25:47.404544,28,3.6
ORD00183,23.19639924435122,77.4867676928777,Piplani,Zomato,94.92,Fast Food,2026-01-08 01:25:47.404544,28,3.5
ORD00184,23.218014335198554,77.42276750601803,Arera Colony,Zomato,112.17,South Indian,2026-01-17 17:25:47.404544,37,3.8
ORD00185,23.241124459464125,77.44036644238882,MP Nagar,Zomato,451.67,Fast Food,2026-01-24 20:25:47.404544,44,3.7
ORD00186,23.156649379543055,77.44817832996232,Raisen Road,Swiggy,142.29,Chinese,2026-01-27 17:25:47.404544,27,4.4
ORD00187,23.222542480103417,77.41551225857808,MP Nagar,Zomato,142.52,Fast Food,2026-01-24 23:25:47.404544,41,4.8
ORD00188,23.226217980503886,77.43219654291762,MP Nagar,Zomato,18.49,South Indian,2026-01-11 01:25:47.404544,25,4.1
ORD00189,23.223705659246356,77.42930152304584,MP Nagar,Zomato,417.95,South Indian,2026-01-13 19:25:47.404544,52,4.0
ORD00190,23.298659963757693,77.44549117732444,Indrapuri,Zomato,527.59,Biryani,2026-01-11 03:25:47.404544,39,3.8
ORD00191,23.156565509848676,77.42639447353044,Raisen Road,Swiggy,88.59,Chinese,2026-01-30 01:25:47.404544,34,4.1
ORD00192,23.26081895234831,77.42090711004587,New Market,Zomato,365.5,North Indian,2026-01-21 13:25:47.404544,32,3.9
ORD00193,23.19388638220974,77.42754038452571,Bawadiya Kalan,Zomato,231.74,Fast Food,2026-01-26 23:25:47.404544,26,3.9
ORD00194,23.209854855034205,77.47007562529585,Ashoka Garden,Swiggy,347.32,Chinese,2026-01-11 20:25:47.404544,52,4.6
ORD00195,23.208725277730405,77.43953908115179,Arera Colony,Swiggy,570.9,Burger,2026-01-04 19:25:47.404544,51,3.7
ORD00196,23.271358736249738,77.42209908841251,New Market,Zomato,1175.31,Beverages,2026-01-29 02:25:47.404544,52,4.6
ORD00197,23.216663009270395,77.47500628140604,Ashoka Garden,Swiggy,69.25,Pizza,2026-01-16 05:25:47.404544,36,3.9
ORD00198,23.24136542877645,77.43082496021204,MP Nagar,Zomato,398.06,Biryani,2026-02-03 01:25:47.404544,42,4.5
ORD00199,23.236752408448282,77.42885082346068,Jahangirabad,Swiggy,142.92,North Indian,2026-01-09 02:25:47.404544,39,3.7
ORD00200,23.204578477165448,77.4768935504118,Ashoka Garden,Zomato,164.83,North Indian,2026-01-26 13:25:47.404544,39,3.8
ORD00201,23.268129460885568,77.40206600922542,New Market,Zomato,312.4,North Indian,2026-01-18 03:25:47.404544,51,3.6
ORD00202,23.194872480765447,77.4577566453543,Hoshangabad Road,Zomato,211.16,South Indian,2026-01-11 14:25:47.404544,41,3.6
ORD00203,23.222625112769638,77.40117347574612,TT Nagar,Swiggy,352.43,Continental,2026-01-20 01:25:47.404544,38,4.4
ORD00204,23.222678008438105,77.4261122924391,Arera Colony,Zomato,462.42,North Indian,2026-01-18 19:25:47.404544,41,3.8
ORD00205,23.244818399583828,77.41022986045192,New Market,Zomato,404.42,Pizza,2026-01-14 13:25:47.404544,26,4.4
ORD00206,23.32112178895619,77.42806440625169,Govindpura,Zomato,143.2,Biryani,2026-01-20 17:25:47.404544,45,4.2
ORD00207,23.262680243009264,77.42190807014364,New Market,Zomato,90.81,North Indian,2026-01-05 01:25:47.404544,46,4.3
ORD00208,23.248020498277036,77.43201971623496,Jahangirabad,Zomato,362.58,Biryani,2026-01-08 00:25:47.404544,27,4.3
ORD00209,23.200732631787247,77.4070891492372,Danish Kunj,Zomato,225.94,North Indian,2026-01-04 17:25:47.404544,34,4.8
ORD00210,23.240643582567508,77.42734946029061,Koh-e-Fiza,Zomato,195.21,South Indian,2026-01-06 19:25:47.404544,41,3.5
